Country;Year;Region ;PolTerrorUSDept;RangoUSDept;  OilRentsDep  ; OilPrice ;  GDPpc2010  ;  RangoGDPpc2010  ;Destination;  ExpDepDest  ;  RegDestination  ;RegimenPetroState;Reserves;  Milex  ;ForeignInvest;PolAffinity;civtot;PredEthnic;WOP;CPI 
Gabon;2014;Africa;2;Low;26.34;96.24;9508.15;  Medium  ;JAPAN;0.21;  Democracy  ;Open Anocracy;2.0; 1.14 ;1011296178;FALSE;0;0.42;IOC;3.7
Iran, Islamic Rep.;2001;Asia y Pacifico;3;Medium;20.05;24.35;4719.91;  Medium  ;UE;0.35;  Democracy  ;Open Anocracy;89.7; 2.47 ;408118760;CHINA;0;0.99;NOC;
Iran, Islamic Rep.;2002;Asia y Pacifico;4;High;19.97;24.93;5034.67;  Medium  ;UE;0.31;  Democracy  ;Open Anocracy;89.7; 2.19 ;3519380360;CHINA;0;0.99;NOC;2.9
Iran, Islamic Rep.;2003;Asia y Pacifico;3;Medium;21.87;28.90;5403.71;  Medium  ;UE;0.33;  Democracy  ;Open Anocracy;89.7; 2.42 ;2877481500;CHINA;0;0.99;NOC;3.0
Iran, Islamic Rep.;2004;Asia y Pacifico;3;Medium;24.73;37.73;5572.91;  Medium  ;UE;0.33;  Democracy  ;Autocracy;125.8; 2.76 ;3037299840;CHINA;0;0.99;NOC;2.9
Iran, Islamic Rep.;2005;Asia y Pacifico;4;High;31.14;53.39;5684.96;  Medium  ;UE;0.45;  Democracy  ;Autocracy;125.8; 3.00 ;2889191670;CHINA;0;0.99;NOC;2.9
Iran, Islamic Rep.;2006;Asia y Pacifico;4;High;32.02;64.29;5901.64;  Medium  ;UE;0.28;  Democracy  ;Autocracy;132.46; 3.29 ;2317538500;CHINA;0;0.99;NOC;2.7
Iran, Islamic Rep.;2007;Asia y Pacifico;4;High;26.71;71.12;6311.79;  Medium  ;UE;0.24;  Democracy  ;Autocracy;136.27; 2.67 ;2017791750;CHINA;0;0.99;NOC;2.5
Iran, Islamic Rep.;2008;Asia y Pacifico;4;High;30.17;96.99;6256.88;  Medium  ;JAPAN;0.21;  Democracy  ;Autocracy;138.4; 2.69 ;1979988010;CHINA;0;0.99;NOC;2.3
Iran, Islamic Rep.;2009;Asia y Pacifico;4;High;16.96;61.76;6247.69;  Medium  ;CHINA;0.20;  Autocracy  ;Autocracy;136.15; 3.02 ;2983421910;CHINA;0;0.99;NOC;1.8
Iran, Islamic Rep.;2010;Asia y Pacifico;4;High;20.21;79.04;6531.93;  Medium  ;UE;0.29;  Democracy  ;Autocracy;137.62; 2.76 ;3648972410;CHINA;0;0.99;NOC;2.2
Iran, Islamic Rep.;2011;Asia y Pacifico;4;High;23.01;104.01;6622.67;  Medium  ;OTHER ASIA;0.32;;Autocracy;137.01; 2.37 ;4276718690;CHINA;0;0.99;NOC;2.7
Iran, Islamic Rep.;2012;Asia y Pacifico;4;High;16.94;105.01;6052.52;  Medium  ;CHINA;0.34;  Autocracy  ;Autocracy;151.17; 2.74 ;4661734400;CHINA;0;0.99;NOC;2.8
Iran, Islamic Rep.;2013;Asia y Pacifico;4;High;18.43;104.08;5964.18;  Medium  ;CHINA;0.43;  Autocracy  ;Autocracy;154.58; 2.22 ;3049945000;CHINA;0;0.99;NOC;2.5
Iran, Islamic Rep.;2014;Asia y Pacifico;4;High;19.96;96.24;6161.10;  Medium  ;CHINA;0.50;  Autocracy  ;Autocracy;157.3; 2.23 ;2105494000;CHINA;0;0.99;NOC;2.7
Iraq;2001;E. Arabes;5;High;;24.35;4285.86;  Medium  ;USA;0.54;  Democracy  ;Autocracy;112.5;;-6656000;;0;0.75;NOC/IOC;
Iraq;2002;E. Arabes;5;High;;24.93;3880.11;  Low  ;USA;0.43;  Democracy  ;Autocracy;112.5;;-326000;;0;0.75;NOC/IOC;2.1
Iraq;2003;E. Arabes;5;High;;28.90;2526.04;  Low  ;USA;0.65;  Democracy  ;;112.5;;1000000000;;0;0.75;NOC/IOC;2.2
Iraq;2004;E. Arabes;5;High;63.25;37.73;3792.14;  Low  ;USA;0.56;  Democracy  ;;115.0; 1.68 ;300000000;;0;0.75;NOC/IOC;2.1
Iraq;2005;E. Arabes;5;High;64.31;53.39;3857.61;  Low  ;USA;0.53;  Democracy  ;;115.0; 2.24 ;515300000;;0;0.75;NOC/IOC;2.2
Iraq;2006;E. Arabes;5;High;61.51;64.29;4143.69;  Medium  ;USA;0.42;  Democracy  ;;115.0; 1.90 ;383000000;;0;0.75;NOC/IOC;1.9
Iraq;2007;E. Arabes;5;High;50.48;71.12;4098.31;  Medium  ;USA;0.34;  Democracy  ;;115.0; 2.24 ;971800000;;0;0.75;NOC/IOC;1.5
Iraq;2008;E. Arabes;5;High;51.33;96.99;4325.67;  Medium  ;USA;0.39;  Democracy  ;;115.0; 2.37 ;1855700000;;0;0.75;NOC/IOC;1.3
Iraq;2009;E. Arabes;4;High;36.26;61.76;4354.68;  Medium  ;USA;0.26;  Democracy  ;;115.0; 2.90 ;1598300000;;0;0.75;NOC/IOC;1.5
Iraq;2010;E. Arabes;4;High;40.83;79.04;4502.75;  Medium  ;USA;0.26;  Democracy  ;Open Anocracy;115.0; 2.71 ;1396200000;CHINA;0;0.75;NOC/IOC;1.5
Iraq;2011;E. Arabes;3;Medium;49.94;104.01;4695.36;  Medium  ;INDIA;0.23;  Democracy  ;Open Anocracy;115.0; 2.30 ;2082000000;CHINA;1;0.75;NOC/IOC;1.8
Iraq;2012;E. Arabes;4;High;47.20;105.01;5178.42;  Medium  ;INDIA;0.22;  Democracy  ;Open Anocracy;143.1; 1.90 ;3400000000;CHINA;1;0.75;NOC/IOC;1.8
Iraq;2013;E. Arabes;5;High;42.45;104.08;5338.52;  Medium  ;INDIA;0.24;  Democracy  ;Open Anocracy;141.35; 3.32 ;5131400000;CHINA;1;0.75;NOC/IOC;1.6
Iraq;2014;E. Arabes;5;High;41.22;96.24;5203.44;  Medium  ;CHINA;0.24;  Autocracy  ;Democracy;140.3; 2.95 ;4781800000;CHINA;1;0.75;NOC/IOC;1.6
Kazakhstan;2001;Asia y Pacifico;3;Medium;14.38;24.35;5106.63;  Medium  ;UE;0.35;  Democracy  ;Closed Anocracy;5417.0; 1.00 ;2816823050;RUSSIA;;0.63;IOC;2.7
Kazakhstan;2002;Asia y Pacifico;3;Medium;15.67;24.93;5606.85;  Medium  ;UE;0.38;  Democracy  ;Autocracy;5417.0; 1.00 ;2588491060;RUSSIA;;0.63;IOC;2.3
Kazakhstan;2003;Asia y Pacifico;3;Medium;16.37;28.90;6107.71;  Medium  ;UE;0.75;  Democracy  ;Autocracy;9.0; 1.03 ;2483253230;RUSSIA;;0.63;IOC;2.4
Kazakhstan;2004;Asia y Pacifico;3;Medium;18.11;37.73;6647.69;  Medium  ;UE;0.62;  Democracy  ;Autocracy;9.0; 0.99 ;5615262947;CHINA;;0.63;IOC;2.2
Kazakhstan;2005;Asia y Pacifico;3;Medium;20.96;53.39;7227.98;  Medium  ;UE;0.70;  Democracy  ;Autocracy;9.0; 1.04 ;2546065710;CHINA;;0.63;IOC;2.6
Kazakhstan;2006;Asia y Pacifico;3;Medium;18.47;64.29;7917.20;  Medium  ;UE;0.72;  Democracy  ;Autocracy;9.0; 0.98 ;7611168450;RUSSIA;;0.63;IOC;2.6
Kazakhstan;2007;Asia y Pacifico;3;Medium;15.34;71.12;8523.77;  Medium  ;UE;0.67;  Democracy  ;Autocracy;30.0; 1.30 ;11972842989;CHINA;;0.63;IOC;2.1
Kazakhstan;2008;Asia y Pacifico;2;Low;16.84;96.99;8698.42;  Medium  ;UE;0.69;  Democracy  ;Autocracy;30.0; 1.15 ;16818890680;CHINA;;0.63;IOC;2.2
Kazakhstan;2009;Asia y Pacifico;2;Low;11.37;61.76;8573.77;  Medium  ;UE;0.70;  Democracy  ;Autocracy;30.0; 1.10 ;14275888207;CHINA;;0.63;IOC;2.7
Kazakhstan;2010;Asia y Pacifico;3;Medium;13.81;79.04;9070.65;  Medium  ;UE;0.67;  Democracy  ;Autocracy;30.0; 1.01 ;7456117901;CHINA;;0.63;IOC;2.9
Kazakhstan;2011;Asia y Pacifico;3;Medium;16.12;104.01;9603.59;  Medium  ;UE;0.67;  Democracy  ;Autocracy;30.0; 0.94 ;13760291529;CHINA;;0.63;IOC;2.7
Kazakhstan;2012;Asia y Pacifico;3;Medium;14.24;105.01;9923.81;  Medium  ;UE;0.67;  Democracy  ;Autocracy;30.0; 1.05 ;13648134374;CHINA;;0.63;IOC;2.8
Kazakhstan;2013;Asia y Pacifico;3;Medium;12.12;104.08;10368.67;  High  ;UE;0.70;  Democracy  ;Autocracy;30.0; 1.08 ;10011293285;CHINA;;0.63;IOC;2.6
Kazakhstan;2014;Asia y Pacifico;3;Medium;11.32;96.24;10645.46;  High  ;UE;0.75;  Democracy  ;Autocracy;30.0; 1.04 ;7224628644;CHINA;;0.63;IOC;2.9
Kuwait;2001;E. Arabes;1;Low;38.31;24.35;35051.80;  High  ;JAPAN;0.32;  Democracy  ;Autocracy;96.5; 7.70 ;-111516285;CHINA;0;0.31;NOC;
Kuwait;2002;E. Arabes;2;Low;32.33;24.93;35522.73;  High  ;JAPAN;0.34;  Democracy  ;Autocracy;96.5; 7.40 ;3619442;CHINA;0;0.31;NOC;5.3
Kuwait;2003;E. Arabes;2;Low;37.11;28.90;41189.46;  High  ;JAPAN;0.27;  Democracy  ;Autocracy;96.5; 6.54 ;-67111499;CHINA;0;0.31;NOC;5.3
Kuwait;2004;E. Arabes;2;Low;43.77;37.73;44820.20;  High  ;JAPAN;0.23;  Democracy  ;Autocracy;99.0; 5.80 ;23752969;CHINA;0;0.31;NOC;4.6
Kuwait;2005;E. Arabes;2;Low;54.22;53.39;47847.82;  High  ;JAPAN;0.28;  Democracy  ;Autocracy;101.5; 4.34 ;233904110;CHINA;0;0.31;NOC;4.7
Kuwait;2006;E. Arabes;2;Low;53.17;64.29;49268.26;  High  ;OTHER ASIA;0.21;;Autocracy;101.5; 3.54 ;121305596;CHINA;0;0.31;NOC;4.8
Kuwait;2007;E. Arabes;2;Low;49.33;71.12;49588.76;  High  ;JAPAN;0.18;  Democracy  ;Autocracy;101.5; 3.59 ;111535690;CHINA;0;0.31;NOC;4.3
Kuwait;2008;E. Arabes;2;Low;54.17;96.99;47965.01;  High  ;JAPAN;0.20;  Democracy  ;Autocracy;101.5; 3.01 ;-5951753;CHINA;0;0.31;NOC;4.3
Kuwait;2009;E. Arabes;2;Low;36.80;61.76;41936.82;  High  ;INDIA;0.21;  Democracy  ;Autocracy;101.5; 3.97 ;1113588047;CHINA;0;0.31;NOC;4.1
Kuwait;2010;E. Arabes;2;Low;48.03;79.04;38497.62;  High  ;SOUTH KOREA;0.20;  Democracy  ;Autocracy;101.5; 3.76 ;1304627500;CHINA;0;0.31;NOC;4.5
Kuwait;2011;E. Arabes;2;Low;60.24;104.01;39652.17;  High  ;SOUTH KOREA;0.23;  Democracy  ;Autocracy;101.5; 3.50 ;3259067552;CHINA;0;0.31;NOC;4.6
Kuwait;2012;E. Arabes;2;Low;59.82;105.01;39733.29;  High  ;SOUTH KOREA;0.21;  Democracy  ;Autocracy;101.5; 3.41 ;2872588962;CHINA;0;0.31;NOC;4.4
Kuwait;2013;E. Arabes;2;Low;56.09;104.08;37924.47;  High  ;INDIA;0.20;  Democracy  ;Autocracy;101.5; 3.27 ;1433630444;CHINA;0;0.31;NOC;4.3
Kuwait;2014;E. Arabes;2;Low;53.40;96.24;36259.39;  High  ;SOUTH KOREA;0.20;  Democracy  ;Autocracy;101.5; 3.59 ;485806658;CHINA;0;0.31;NOC;4.4
Libya;2001;Africa;3;Medium;26.63;24.35;8671.84;  Medium  ;UE;0.89;  Democracy  ;Autocracy;29.5; 2.40 ;-133000000;CHINA;0;0.97;NOC;
Libya;2002;Africa;3;Medium;45.38;24.93;8453.58;  Medium  ;UE;0.89;  Democracy  ;Autocracy;29.5; 2.21 ;145000000;CHINA;0;0.97;NOC;2.1
Libya;2003;Africa;3;Medium;45.96;28.90;9403.45;  Medium  ;UE;0.89;  Democracy  ;Autocracy;29.5; 2.08 ;143000000;CHINA;0;0.97;NOC;2.1
Libya;2004;Africa;3;Medium;55.44;37.73;9670.08;  Medium  ;UE;0.86;  Democracy  ;Autocracy;36.0; 2.08 ;357000000;CHINA;0;0.97;NOC;2.5
Libya;2005;Africa;3;Medium;60.89;53.39;10653.78;  High  ;UE;0.82;  Democracy  ;Autocracy;39.0; 1.46 ;1038000000;CHINA;0;0.97;NOC;2.5
Libya;2006;Africa;3;Medium;65.42;64.29;11175.13;  High  ;UE;0.79;  Democracy  ;Autocracy;39126.0; 1.12 ;2064000000;CHINA;0;0.97;NOC;2.7
Libya;2007;Africa;3;Medium;58.28;71.12;11707.99;  High  ;UE;0.81;  Democracy  ;Autocracy;41464.0; 0.95 ;4689000000;CHINA;0;0.97;NOC;2.5
Libya;2008;Africa;3;Medium;60.21;96.99;11856.02;  High  ;UE;0.85;  Democracy  ;Autocracy;41464.0; 1.26 ;4111300000;CHINA;0;0.97;NOC;2.6
Libya;2009;Africa;3;Medium;44.38;61.76;11631.72;  High  ;UE;0.76;  Democracy  ;Autocracy;43.66;;1371000000;CHINA;0;0.97;NOC;2.5
Libya;2010;Africa;3;Medium;54.11;79.04;12120.56;  High  ;UE;0.83;  Democracy  ;Autocracy;44.27;;1784000000;CHINA;0;0.97;NOC;2.2
Libya;2011;Africa;5;High;49.21;104.01;4578.53;  Medium  ;UE;0.79;  Democracy  ;;46.42;;;CHINA;1;0.97;NOC;2.0
Libya;2012;Africa;4;High;;105.01;;;UE;0.74;  Democracy  ;;47.1;;1425000000;CHINA;0;0.97;IOC;2.1
Libya;2013;Africa;4;High;;104.08;;;UE;0.79;  Democracy  ;;48.01;;702000000;CHINA;0;0.97;IOC;1.5
Libya;2014;Africa;4;High;;96.24;;;UE;0.79;  Democracy  ;;48.47;;50000000;CHINA;1;0.97;IOC;1.8
Nigeria;2001;Africa;4;High;27.43;24.35;1310.51;  Low  ;USA;0.40;  Democracy  ;Open Anocracy;22.5; 1.29 ;1190632024;CHINA;1;0.29;IOC;1.0
Nigeria;2002;Africa;4;High;18.44;24.93;1326.24;  Low  ;USA;0.36;  Democracy  ;Open Anocracy;24.0; 1.52 ;1874042130;CHINA;1;0.29;IOC;1.6
Nigeria;2003;Africa;4;High;19.07;28.90;1426.90;  Low  ;USA;0.40;  Democracy  ;Open Anocracy;24.0; 0.87 ;2005390033;CHINA;1;0.29;IOC;1.4
Nigeria;2004;Africa;4;High;24.84;37.73;1860.06;  Low  ;USA;0.52;  Democracy  ;Open Anocracy;25.0; 0.73 ;1874033035;CHINA;1;0.29;IOC;1.6
Nigeria;2005;Africa;4;High;30.20;53.39;1875.03;  Low  ;USA;0.55;  Democracy  ;Open Anocracy;35255.0; 0.60 ;4982533943;CHINA;1;0.29;IOC;1.9
Nigeria;2006;Africa;4;High;26.57;64.29;1976.71;  Low  ;USA;0.46;  Democracy  ;Open Anocracy;35876.0; 0.53 ;4854416867;CHINA;1;0.29;IOC;2.2
Nigeria;2007;Africa;3;Medium;25.15;71.12;2056.84;  Low  ;USA;0.52;  Democracy  ;Open Anocracy;36.22; 0.58 ;6034971231;CHINA;1;0.29;IOC;2.2
Nigeria;2008;Africa;4;High;26.16;96.99;2128.67;  Low  ;USA;0.50;  Democracy  ;Open Anocracy;36.22; 0.78 ;8196606673;CHINA;1;0.29;IOC;2.7
Nigeria;2009;Africa;4;High;15.21;61.76;2216.50;  Low  ;USA;0.36;  Democracy  ;Open Anocracy;36.22; 0.89 ;8554840769;CHINA;1;0.29;IOC;2.5
Nigeria;2010;Africa;5;High;12.45;79.04;2327.32;  Low  ;USA;0.39;  Democracy  ;Open Anocracy;37.2; 0.54 ;6026232041;CHINA;1;0.29;IOC;2.4
Nigeria;2011;Africa;4;High;17.07;104.01;2376.64;  Low  ;USA;0.29;  Democracy  ;Open Anocracy;37.2; 0.58 ;8841113287;CHINA;1;0.29;IOC;2.4
Nigeria;2012;Africa;4;High;14.69;105.01;2412.86;  Low  ;UE;0.35;  Democracy  ;Open Anocracy;37.2; 0.50 ;7069934205;CHINA;1;0.29;IOC;2.7
Nigeria;2013;Africa;4;High;11.33;104.08;2475.95;  Low  ;UE;0.41;  Democracy  ;Open Anocracy;37.2; 0.47 ;5562873606;CHINA;1;0.29;IOC;2.5
Nigeria;2014;Africa;5;High;8.65;96.24;2563.09;  Low  ;UE;0.42;  Democracy  ;Open Anocracy;37.14; 0.41 ;4655849170;CHINA;1;0.29;IOC;2.7
Oman;2001;E. Arabes;2;Low;33.73;24.35;19308.42;  High  ;JAPAN;0.28;  Democracy  ;Autocracy;5506.0; 12.47 ;5201560;CHINA;0;;NOC;
Oman;2002;E. Arabes;1;Low;31.46;24.93;18772.80;  High  ;JAPAN;0.36;  Democracy  ;Autocracy;5506.0; 12.37 ;109232770;CHINA;0;;NOC;6.1
Oman;2003;E. Arabes;2;Low;31.93;28.90;17881.31;  High  ;JAPAN;0.37;  Democracy  ;Autocracy;5506.0; 12.14 ;24967490;CHINA;0;;NOC;6.3
Oman;2004;E. Arabes;1;Low;35.79;37.73;17671.58;  High  ;CHINA;0.46;  Autocracy  ;Autocracy;5506.0; 12.01 ;111053316;CHINA;0;;NOC;6.1
Oman;2005;E. Arabes;1;Low;42.44;53.39;17631.94;  High  ;CHINA;0.34;  Autocracy  ;Autocracy;5506.0; 11.75 ;1538361508;CHINA;0;;NOC;6.3
Oman;2006;E. Arabes;1;Low;40.46;64.29;18063.25;  High  ;CHINA;0.38;  Autocracy  ;Autocracy;5506.0; 10.83 ;1596098830;CHINA;0;;NOC;5.4
Oman;2007;E. Arabes;1;Low;37.06;71.12;18302.32;  High  ;CHINA;0.45;  Autocracy  ;Autocracy;5.5; 10.28 ;3332119636;CHINA;0;;NOC;4.7
Oman;2008;E. Arabes;1;Low;37.06;96.99;19112.20;  High  ;CHINA;0.51;  Autocracy  ;Autocracy;5.5; 7.58 ;2951885566;CHINA;0;;NOC;5.5
Oman;2009;E. Arabes;1;Low;28.94;61.76;19408.63;  High  ;CHINA;0.35;  Autocracy  ;Autocracy;5.5; 9.28 ;1485825748;CHINA;0;;NOC;5.5
Oman;2010;E. Arabes;1;Low;35.34;79.04;19280.75;  High  ;CHINA;0.45;  Autocracy  ;Autocracy;5.5; 8.35 ;1242652796;CHINA;0;;NOC;5.3
Oman;2011;E. Arabes;1;Low;45.46;104.01;17914.03;  High  ;CHINA;0.48;  Autocracy  ;Autocracy;5.5; 9.81 ;1629144343;CHINA;0;;NOC;4.8
Oman;2012;E. Arabes;2;Low;41.90;105.01;18300.33;  High  ;CHINA;0.58;  Autocracy  ;Autocracy;5.5; 16.08 ;1364629389;CHINA;0;;NOC;4.7
Oman;2013;E. Arabes;3;Medium;39.90;104.08;17830.35;  High  ;CHINA;0.67;  Autocracy  ;Autocracy;5.5; 14.81 ;1612430962;CHINA;0;;NOC;4.7
Oman;2014;E. Arabes;2;Low;35.27;96.24;17132.09;  High  ;CHINA;0.71;  Autocracy  ;Autocracy;49743.0; 13.51 ;1286345904;CHINA;0;;NOC;4.5
Qatar;2001;E. Arabes;1;Low;25.60;24.35;60707.12;  High  ;JAPAN;0.61;  Democracy  ;Autocracy;13157.0;;295520000;CHINA;0;0.88;NOC;
Qatar;2002;E. Arabes;1;Low;24.97;24.93;62167.56;  High  ;JAPAN;0.52;  Democracy  ;Autocracy;15207.0; 3.93 ;623920000;CHINA;0;0.88;NOC;5.5
Qatar;2003;E. Arabes;1;Low;23.82;28.90;60460.42;  High  ;JAPAN;0.55;  Democracy  ;Autocracy;15207.0; 3.33 ;624920000;CHINA;0;0.88;NOC;5.6
Qatar;2004;E. Arabes;1;Low;27.05;37.73;65405.72;  High  ;JAPAN;0.51;  Democracy  ;Autocracy;15207.0; 2.43 ;1198970000;CHINA;0;0.88;NOC;5.2
Qatar;2005;E. Arabes;1;Low;29.22;53.39;61688.81;  High  ;JAPAN;0.54;  Democracy  ;Autocracy;15207.0; 1.99 ;2500000000;CHINA;0;0.88;NOC;5.9
Qatar;2006;E. Arabes;1;Low;27.35;64.29;66623.14;  High  ;JAPAN;0.55;  Democracy  ;Autocracy;15207.0; 1.75 ;3500000000;CHINA;0;0.88;NOC;6.0
Qatar;2007;E. Arabes;2;Low;21.83;71.12;66761.62;  High  ;JAPAN;0.50;  Democracy  ;Autocracy;15207.0; 1.96 ;4700000000;CHINA;0;0.88;NOC;6.0
Qatar;2008;E. Arabes;1;Low;21.81;96.99;67262.45;  High  ;JAPAN;0.45;  Democracy  ;Autocracy;15207.0; 2.01 ;3778626374;CHINA;0;0.88;NOC;6.5
Qatar;2009;E. Arabes;1;Low;12.92;61.76;65769.01;  High  ;JAPAN;0.41;  Democracy  ;Autocracy;15.21; 1.99 ;8124736264;CHINA;0;0.88;NOC;7.0
Qatar;2010;E. Arabes;1;Low;14.05;79.04;70306.23;  High  ;JAPAN;0.43;  Democracy  ;Autocracy;25.41; 1.50 ;4670329670;CHINA;0;0.88;NOC;7.7
Qatar;2011;E. Arabes;1;Low;15.25;104.01;72670.96;  High  ;JAPAN;0.34;  Democracy  ;Autocracy;25.38;;938516484;CHINA;0;0.88;NOC;7.2
Qatar;2012;E. Arabes;1;Low;13.73;105.01;70396.82;  High  ;JAPAN;0.35;  Democracy  ;Autocracy;25.38;;395879121;CHINA;0;0.88;NOC;6.8
Qatar;2013;E. Arabes;2;Low;12.18;104.08;68899.49;  High  ;JAPAN;0.44;  Democracy  ;Autocracy;25.38;;-840384615;CHINA;0;0.88;NOC;6.8
Qatar;2014;E. Arabes;2;Low;10.42;96.24;67901.22;  High  ;JAPAN;0.37;  Democracy  ;Autocracy;25.24;;1040384615;CHINA;0;0.88;NOC;6.9
Russian Federation;2001;Europa y Asia Central ;4;High;9.55;24.35;6850.52;  Medium  ;UE;0.83;  Democracy  ;Democracy;48573.0; 3.81 ;2847300000;RUSSIA;1;0.77;NOC;2.3
Russian Federation;2002;Europa y Asia Central ;4;High;9.70;24.93;7208.57;  Medium  ;UE;0.85;  Democracy  ;Democracy;48573.0; 4.04 ;3473830000;RUSSIA;1;0.77;NOC;2.7
Russian Federation;2003;Europa y Asia Central ;4;High;10.30;28.90;7769.67;  Medium  ;UE;0.83;  Democracy  ;Democracy;60.0; 3.94 ;7928630000;RUSSIA;1;0.77;NOC;2.7
Russian Federation;2004;Europa y Asia Central ;4;High;11.17;37.73;8360.81;  Medium  ;UE;0.85;  Democracy  ;Democracy;60.0; 3.55 ;15402990000;RUSSIA;1;0.77;NOC;2.8
Russian Federation;2005;Europa y Asia Central ;4;High;13.55;53.39;8927.91;  Medium  ;UE;0.85;  Democracy  ;Democracy;60.0; 3.58 ;15508050000;RUSSIA;1;0.77;NOC;2.4
Russian Federation;2006;Europa y Asia Central ;4;High;12.73;64.29;9687.49;  Medium  ;UE;0.85;  Democracy  ;Democracy;60.0; 3.49 ;37594770000;RUSSIA;1;0.77;NOC;2.5
Russian Federation;2007;Europa y Asia Central ;4;High;10.44;71.12;10532.33;  High  ;UE;0.81;  Democracy  ;Open Anocracy;60.0; 3.35 ;55873680000;RUSSIA;0;0.77;NOC;2.3
Russian Federation;2008;Europa y Asia Central ;4;High;11.22;96.99;11089.93;  High  ;UE;0.82;  Democracy  ;Open Anocracy;60.0; 3.38 ;74782910000;RUSSIA;0;0.77;NOC;2.1
Russian Federation;2009;Europa y Asia Central ;4;High;8.12;61.76;10219.52;  High  ;UE;0.81;  Democracy  ;Open Anocracy;60.0; 4.21 ;36583100000;RUSSIA;0;0.77;NOC;2.2
Russian Federation;2010;Europa y Asia Central ;4;High;9.53;79.04;10674.99;  High  ;UE;0.78;  Democracy  ;Open Anocracy;60.0; 3.85 ;43167780000;RUSSIA;0;0.77;NOC;2.1
Russian Federation;2011;Europa y Asia Central ;4;High;11.09;104.01;11230.39;  High  ;UE;0.75;  Democracy  ;Open Anocracy;60.0; 3.42 ;55083630000;RUSSIA;0;0.77;NOC;2.4
Russian Federation;2012;Europa y Asia Central ;4;High;10.27;105.01;11621.39;  High  ;UE;0.77;  Democracy  ;Open Anocracy;60.0; 3.69 ;50587560000;RUSSIA;0;0.77;NOC;2.8
Russian Federation;2013;Europa y Asia Central ;4;High;9.16;104.08;11803.71;  High  ;UE;0.74;  Democracy  ;Open Anocracy;80.0; 3.85 ;69218890000;RUSSIA;0;0.77;NOC;2.8
Russian Federation;2014;Europa y Asia Central ;4;High;8.84;96.24;11680.59;  High  ;UE;0.70;  Democracy  ;Open Anocracy;80.0; 4.10 ;22031320000;RUSSIA;0;0.77;NOC;2.7
Saudi Arabia;2001;E. Arabes;3;Medium;31.19;24.35;17585.39;  High  ;USA;0.28;  Democracy  ;Autocracy;261.7; 11.42 ;19640000;CHINA;0;0.90;NOC;
Saudi Arabia;2002;E. Arabes;3;Medium;29.59;24.93;16619.43;  High  ;OTHER ASIA;0.26;;Autocracy;261.75; 9.76 ;-614133333;CHINA;0;0.90;NOC;4.5
Saudi Arabia;2003;E. Arabes;3;Medium;35.69;28.90;17954.95;  High  ;USA;0.23;  Democracy  ;Autocracy;261.8; 8.69 ;-586506667;CHINA;0;0.90;NOC;4.5
Saudi Arabia;2004;E. Arabes;3;Medium;41.29;37.73;18822.73;  High  ;OTHER ASIA;0.32;;Autocracy;261.9; 8.08 ;-334320000;CHINA;0;0.90;NOC;3.4
Saudi Arabia;2005;E. Arabes;3;Medium;51.08;53.39;19309.31;  High  ;USA;0.19;  Democracy  ;Autocracy;261.9; 7.73 ;12106749694;CHINA;0;0.90;NOC;3.4
Saudi Arabia;2006;E. Arabes;3;Medium;51.03;64.29;19304.55;  High  ;USA;0.19;  Democracy  ;Autocracy;264.31; 7.85 ;18317596796;CHINA;0;0.90;NOC;3.3
Saudi Arabia;2007;E. Arabes;3;Medium;47.81;71.12;19136.16;  High  ;OTHER ASIA;0.24;;Autocracy;264209.0; 8.53 ;24333811514;CHINA;0;0.90;NOC;3.4
Saudi Arabia;2008;E. Arabes;3;Medium;54.94;96.99;19792.72;  High  ;OTHER ASIA;0.31;;Autocracy;264251.0; 7.35 ;39455863929;CHINA;0;0.90;NOC;3.5
Saudi Arabia;2009;E. Arabes;4;High;34.53;61.76;18861.11;  High  ;OTHER ASIA;0.37;;Autocracy;264.21; 9.62 ;36457666667;CHINA;0;0.90;NOC;4.3
Saudi Arabia;2010;E. Arabes;3;Medium;41.60;79.04;19259.59;  High  ;OTHER ASIA;0.37;;Autocracy;264.21; 8.57 ;29232706667;CHINA;0;0.90;NOC;4.7
Saudi Arabia;2011;E. Arabes;3;Medium;49.00;104.01;20575.50;  High  ;OTHER ASIA;0.34;;Autocracy;264.4; 7.23 ;16308280000;CHINA;0;0.90;NOC;4.4
Saudi Arabia;2012;E. Arabes;3;Medium;46.29;105.01;21056.35;  High  ;OTHER ASIA;0.34;;Autocracy;264.52; 7.68 ;12182373333;CHINA;0;0.90;NOC;4.4
Saudi Arabia;2013;E. Arabes;3;Medium;42.93;104.08;21005.01;  High  ;OTHER ASIA;0.34;;Autocracy;265.41; 8.98 ;8864693333;CHINA;0;0.90;NOC;4.6
Saudi Arabia;2014;E. Arabes;3;Medium;38.94;96.24;21183.46;  High  ;USA;0.17;  Democracy  ;Autocracy;265.85; 10.68 ;8011786667;CHINA;0;0.90;NOC;4.9
South Sudan;2008;Africa;;High;57.29;96.99;1532.18;  Low  ;;;;;; 5.76 ;;;;0.35;IOC/ENOC;
South Sudan;2009;Africa;;High;34.57;61.76;1541.61;  Low  ;;;;;; 4.97 ;;;1;0.35;IOC/ENOC;
South Sudan;2010;Africa;;High;41.71;79.04;1562.24;  Low  ;;;;;; 4.14 ;;;1;0.35;IOC/ENOC;
